temp,rain(mm),weather,snow(cm),date,time
21.7,0.0,1,,20190613,1900
21.4,0.0,1,,20190613,2000
21.0,0.0,1,,20190613,2100
20.8,0.0,1,,20190613,2200
20.7,0.0,1,,20190613,2300
20.0,0.0,1,,20190614,0000
19.9,0.0,1,,20190614,0100
19.2,0.0,1,,20190614,0200
18.5,0.0,1,,20190614,0300
18.1,0.0,1,,20190614,0400
18.1,0.0,1,,20190614,0500
20.0,0.0,2,,20190614,0600
22.1,0.0,2,,20190614,0700
23.4,0.0,2,,20190614,0800
24.7,0.0,4,,20190614,0900
25.0,0.0,4,,20190614,1000
25.6,0.0,4,,20190614,1100
25.8,0.0,3,,20190614,1200
24.5,0.0,3,,20190614,1300
25.7,0.0,3,,20190614,1400
24.7,0.0,4,,20190614,1500
23.8,0.0,4,,20190614,1600
22.9,0.0,4,,20190614,1700
22.4,0.0,4,,20190614,1800
21.9,0.0,4,,20190614,1900
21.5,0.0,4,,20190614,2000
21.4,0.0,4,,20190614,2100
21.3,0.0,4,,20190614,2200
20.5,0.0,4,,20190614,2300
20.8,0.0,4,,20190615,0000
20.4,0.0,4,,20190615,0100
18.9,0.5,4,,20190615,0200
19.0,1.0,10,,20190615,0300
17.0,6.0,10,,20190615,0400
17.3,4.0,10,,20190615,0500
16.5,1.5,10,,20190615,0600
16.4,3.0,10,,20190615,0700
16.9,4.5,10,,20190615,0800
16.3,1.5,10,,20190615,0900
17.0,2.0,10,,20190615,1000
17.1,2.0,10,,20190615,1100
17.0,2.5,10,,20190615,1200
17.1,4.5,10,,20190615,1300
17.2,5.0,10,,20190615,1400
17.3,5.0,10,,20190615,1500
17.4,3.0,10,,20190615,1600
17.0,1.0,10,,20190615,1700
16.9,2.5,10,,20190615,1800
16.9,0.5,10,,20190615,1900
16.8,1.0,10,,20190615,2000
16.8,0.0,4,,20190615,2100
16.8,0.0,4,,20190615,2200
16.9,0.0,4,,20190615,2300
17.3,0.0,4,,20190616,0000
17.4,1.0,4,,20190616,0100
17.5,4.0,4,,20190616,0200
17.1,0.0,2,,20190616,0300
17.5,0.0,2,,20190616,0400
18.0,0.0,2,,20190616,0500
18.0,0.0,2,,20190616,0600
19.5,0.0,2,,20190616,0700
21.9,0.0,2,,20190616,0800
23.7,0.0,2,,20190616,0900
25.9,0.0,2,,20190616,1000
27.3,0.0,2,,20190616,1100
26.7,0.0,2,,20190616,1200
29.0,0.0,2,,20190616,1300
28.5,0.0,2,,20190616,1400
30.2,0.0,2,,20190616,1500
29.9,0.0,2,,20190616,1600
30.4,0.0,2,,20190616,1700
28.0,0.0,2,,20190616,1800
26.0,0.0,2,,20190616,1900
24.4,0.0,2,,20190616,2000
23.2,0.0,1,,20190616,2100
21.8,0.0,1,,20190616,2200
21.6,0.0,1,,20190616,2300
21.2,0.0,1,,20190617,0000
20.7,0.0,1,,20190617,0100
20.0,0.0,1,,20190617,0200
19.2,0.0,2,,20190617,0300
19.7,0.0,2,,20190617,0400
17.8,0.0,2,,20190617,0500
20.8,0.0,3,,20190617,0600
22.2,0.0,3,,20190617,0700
23.2,0.0,3,,20190617,0800
24.6,0.0,2,,20190617,0900
25.7,0.0,2,,20190617,1000
26.5,0.0,2,,20190617,1100
26.7,0.0,2,,20190617,1200
27.6,0.0,2,,20190617,1300
27.8,0.0,2,,20190617,1400
27.5,0.0,3,,20190617,1500
28.3,0.0,3,,20190617,1600
26.9,0.0,3,,20190617,1700
26.3,0.0,4,,20190617,1800
23.4,0.0,4,,20190617,1900
23.8,0.0,4,,20190617,2000
23.1,0.0,4,,20190617,2100
22.6,0.0,4,,20190617,2200
21.3,0.0,4,,20190617,2300
21.4,0.0,4,,20190618,0000
20.3,0.0,4,,20190618,0100
21.4,0.0,4,,20190618,0200
21.3,0.0,4,,20190618,0300
21.3,0.0,4,,20190618,0400
20.7,0.0,4,,20190618,0500
21.4,0.0,2,,20190618,0600
22.3,0.0,2,,20190618,0700
22.8,0.0,2,,20190618,0800
24.7,0.0,2,,20190618,0900
25.2,0.0,2,,20190618,1000
26.4,0.0,2,,20190618,1100
27.0,0.0,3,,20190618,1200
27.2,0.0,3,,20190618,1300
26.2,0.0,3,,20190618,1400
25.2,0.0,4,,20190618,1500
25.1,0.0,4,,20190618,1600
25.0,0.0,4,,20190618,1700
24.3,0.0,3,,20190618,1800
23.3,0.0,3,,20190618,1900
22.8,0.0,3,,20190618,2000
22.3,0.0,1,,20190618,2100
22.0,0.0,1,,20190618,2200
21.7,0.0,1,,20190618,2300
21.1,0.0,1,,20190619,0000
20.2,0.0,1,,20190619,0100
20.4,0.0,1,,20190619,0200
19.0,0.0,2,,20190619,0300
19.2,0.0,2,,20190619,0400
20.2,0.0,2,,20190619,0500
20.9,0.0,3,,20190619,0600
22.7,0.0,3,,20190619,0700
23.2,0.0,3,,20190619,0800
23.9,0.0,4,,20190619,0900
24.8,0.0,4,,20190619,1000
25.3,0.0,4,,20190619,1100
27.0,0.0,2,,20190619,1200
27.0,0.0,2,,20190619,1300
27.9,0.0,2,,20190619,1400
27.2,0.0,2,,20190619,1500
27.0,0.0,2,,20190619,1600
25.6,0.0,2,,20190619,1700
24.7,0.0,2,,20190619,1800
24.1,0.0,2,,20190619,1900
23.5,0.0,2,,20190619,2000
23.4,0.0,3,,20190619,2100
22.7,0.0,3,,20190619,2200
22.5,0.0,3,,20190619,2300
22.4,0.0,3,,20190620,0000
21.8,0.0,3,,20190620,0100
22.6,0.0,3,,20190620,0200
22.3,0.0,4,,20190620,0300
21.5,0.0,4,,20190620,0400
21.3,0.0,4,,20190620,0500
21.2,0.0,4,,20190620,0600
21.2,0.0,4,,20190620,0700
22.3,0.0,4,,20190620,0800
23.4,0.0,4,,20190620,0900
24.1,0.0,4,,20190620,1000
25.3,0.0,4,,20190620,1100
26.1,0.0,4,,20190620,1200
28.0,0.0,4,,20190620,1300
28.2,0.0,4,,20190620,1400
28.3,0.0,2,,20190620,1500
26.9,0.0,2,,20190620,1600
26.4,0.0,2,,20190620,1700
25.3,0.0,2,,20190620,1800
24.9,0.0,2,,20190620,1900
24.2,0.0,2,,20190620,2000
23.8,0.0,4,,20190620,2100
23.3,0.0,4,,20190620,2200
23.1,0.0,4,,20190620,2300
22.9,0.0,4,,20190621,0000
22.7,0.0,4,,20190621,0100
22.5,0.0,4,,20190621,0200
22.9,0.0,4,,20190621,0300
22.9,0.0,4,,20190621,0400
22.6,0.0,4,,20190621,0500
22.9,0.0,4,,20190621,0600
23.6,0.0,4,,20190621,0700
23.7,0.0,4,,20190621,0800
25.2,0.0,4,,20190621,0900
25.9,0.0,4,,20190621,1000
27.4,0.0,4,,20190621,1100
27.0,0.0,3,,20190621,1200
28.3,0.0,3,,20190621,1300
28.5,0.0,3,,20190621,1400
28.0,0.0,3,,20190621,1500
26.3,0.0,3,,20190621,1600
25.5,0.0,3,,20190621,1700
25.0,0.0,4,,20190621,1800
24.2,0.0,4,,20190621,1900
23.7,0.0,4,,20190621,2000
23.7,0.0,4,,20190621,2100
23.3,0.0,4,,20190621,2200
23.2,0.0,4,,20190621,2300
22.5,0.0,4,,20190622,0000
22.4,0.0,4,,20190622,0100
22.0,0.0,4,,20190622,0200
21.9,0.0,2,,20190622,0300
21.8,0.0,2,,20190622,0400
22.1,0.0,2,,20190622,0500
22.4,0.0,4,,20190622,0600
23.4,0.0,4,,20190622,0700
23.1,0.0,4,,20190622,0800
24.1,0.0,4,,20190622,0900
24.5,0.0,4,,20190622,1000
24.4,0.0,4,,20190622,1100
22.7,2.5,10,,20190622,1200
22.3,1.0,10,,20190622,1300
21.9,1.0,10,,20190622,1400
22.4,0.5,4,,20190622,1500
21.9,0.0,4,,20190622,1600
21.4,0.5,4,,20190622,1700
21.1,0.0,4,,20190622,1800
21.4,0.5,4,,20190622,1900
21.1,0.0,4,,20190622,2000
21.0,0.0,10,,20190622,2100
21.0,0.0,10,,20190622,2200
21.3,0.0,10,,20190622,2300
20.9,0.0,10,,20190623,0000
20.7,0.0,10,,20190623,0100
20.5,0.0,10,,20190623,0200
20.0,0.0,4,,20190623,0300
19.8,0.0,4,,20190623,0400
19.9,0.0,4,,20190623,0500
20.2,0.0,4,,20190623,0600
20.8,0.0,4,,20190623,0700
21.5,0.0,4,,20190623,0800
21.8,0.0,4,,20190623,0900
22.2,0.0,4,,20190623,1000
23.1,0.0,4,,20190623,1100
22.7,0.0,4,,20190623,1200
23.5,0.0,4,,20190623,1300
23.0,0.0,4,,20190623,1400
22.3,0.0,4,,20190623,1500
22.2,0.0,4,,20190623,1600
22.0,0.0,4,,20190623,1700
21.6,0.0,4,,20190623,1800
21.3,0.0,4,,20190623,1900
21.3,0.0,4,,20190623,2000
21.1,0.0,4,,20190623,2100
20.6,0.0,4,,20190623,2200
20.6,0.0,4,,20190623,2300
20.5,0.0,4,,20190624,0000
20.3,0.0,4,,20190624,0100
19.6,0.5,4,,20190624,0200
19.3,3.0,10,,20190624,0300
18.9,1.5,10,,20190624,0400
18.6,1.0,10,,20190624,0500
18.4,1.5,10,,20190624,0600
18.3,3.5,10,,20190624,0700
18.3,4.5,10,,20190624,0800
18.3,2.0,10,,20190624,0900
18.6,2.0,10,,20190624,1000
18.8,2.0,10,,20190624,1100
18.8,0.5,10,,20190624,1200
19.4,0.0,10,,20190624,1300
19.2,1.5,10,,20190624,1400
20.3,1.5,10,,20190624,1500
20.3,0.5,10,,20190624,1600
20.0,0.0,10,,20190624,1700
19.9,0.0,4,,20190624,1800
19.2,0.0,4,,20190624,1900
18.8,0.0,4,,20190624,2000
18.6,0.0,4,,20190624,2100
19.3,0.0,4,,20190624,2200
18.3,0.0,4,,20190624,2300
18.1,0.0,4,,20190625,0000
17.5,0.0,4,,20190625,0100
18.2,0.0,4,,20190625,0200
18.2,0.0,4,,20190625,0300
18.4,0.0,4,,20190625,0400
18.5,0.0,4,,20190625,0500
18.8,0.0,4,,20190625,0600
19.6,0.0,4,,20190625,0700
21.3,0.0,4,,20190625,0800
21.7,0.0,4,,20190625,0900
22.5,0.0,4,,20190625,1000
24.9,0.0,4,,20190625,1100
25.6,0.0,2,,20190625,1200
26.0,0.0,2,,20190625,1300
26.1,0.0,2,,20190625,1400
26.5,0.0,2,,20190625,1500
26.4,0.0,2,,20190625,1600
25.7,0.0,2,,20190625,1700
24.8,0.0,2,,20190625,1800
23.5,0.0,2,,20190625,1900
22.6,0.0,2,,20190625,2000
22.5,0.0,2,,20190625,2100
22.3,0.0,2,,20190625,2200
21.8,0.0,2,,20190625,2300
21.6,0.0,2,,20190626,0000
21.2,0.0,2,,20190626,0100
20.7,0.0,2,,20190626,0200
20.4,0.0,2,,20190626,0300
20.5,0.0,2,,20190626,0400
21.3,0.0,2,,20190626,0500
21.8,0.0,2,,20190626,0600
23.4,0.0,2,,20190626,0700
25.0,0.0,2,,20190626,0800
25.8,0.0,2,,20190626,0900
26.8,0.0,2,,20190626,1000
27.4,0.0,2,,20190626,1100
28.3,0.0,2,,20190626,1200
28.2,0.0,2,,20190626,1300
28.4,0.0,2,,20190626,1400
27.3,0.0,3,,20190626,1500
27.4,0.0,3,,20190626,1600
27.0,0.0,3,,20190626,1700
25.8,0.0,3,,20190626,1800
25.1,0.0,3,,20190626,1900
24.9,0.0,3,,20190626,2000
24.5,0.0,3,,20190626,2100
24.2,0.0,3,,20190626,2200
24.1,0.0,3,,20190626,2300
23.9,0.0,3,,20190627,0000
23.9,0.0,3,,20190627,0100
23.4,0.0,3,,20190627,0200
23.5,0.0,3,,20190627,0300
23.2,0.0,3,,20190627,0400
23.2,0.0,3,,20190627,0500
23.2,0.0,3,,20190627,0600
25.7,0.0,3,,20190627,0700
26.0,0.0,3,,20190627,0800
26.6,0.0,4,,20190627,0900
27.7,0.0,4,,20190627,1000
27.8,0.0,4,,20190627,1100
26.9,0.0,4,,20190627,1200
27.3,0.0,4,,20190627,1300
27.4,0.0,4,,20190627,1400
27.4,0.0,4,,20190627,1500
27.2,0.0,4,,20190627,1600
26.7,0.0,4,,20190627,1700
26.3,0.0,10,,20190627,1800
25.5,0.0,10,,20190627,1900
25.0,0.0,10,,20190627,2000
25.1,0.0,4,,20190627,2100
25.2,0.5,4,,20190627,2200
24.8,1.0,4,,20190627,2300
24.6,0.5,4,,20190628,0000
24.5,0.5,4,,20190628,0100
24.4,0.5,4,,20190628,0200
23.7,0.5,10,,20190628,0300
22.6,1.0,10,,20190628,0400
22.4,1.0,10,,20190628,0500
22.7,0.0,4,,20190628,0600
24.1,0.0,4,,20190628,0700
23.5,0.0,4,,20190628,0800
24.8,0.0,4,,20190628,0900
26.7,0.0,4,,20190628,1000
27.7,0.0,4,,20190628,1100
28.3,0.0,4,,20190628,1200
28.5,0.0,4,,20190628,1300
28.7,0.0,4,,20190628,1400
29.3,0.0,4,,20190628,1500
28.7,0.0,4,,20190628,1600
28.4,0.0,4,,20190628,1700
28.3,0.0,4,,20190628,1800
27.3,0.0,4,,20190628,1900
23.1,0.0,4,,20190628,2000
22.1,0.0,4,,20190628,2100
21.6,0.0,4,,20190628,2200
21.5,0.0,4,,20190628,2300
21.5,0.0,4,,20190629,0000
21.0,0.0,4,,20190629,0100
20.4,0.0,4,,20190629,0200
20.4,0.0,10,,20190629,0300
20.0,0.5,10,,20190629,0400
20.0,0.0,10,,20190629,0500
19.3,0.0,10,,20190629,0600
19.1,0.0,10,,20190629,0700
19.4,0.5,10,,20190629,0800
19.4,0.0,10,,20190629,0900
19.6,0.0,10,,20190629,1000
19.7,0.0,10,,20190629,1100
19.8,0.5,10,,20190629,1200
20.0,0.0,10,,20190629,1300
20.6,0.5,10,,20190629,1400
21.0,0.0,4,,20190629,1500
20.9,0.0,4,,20190629,1600
20.7,0.0,4,,20190629,1700
20.7,0.0,4,,20190629,1800
20.7,0.0,4,,20190629,1900
20.7,0.0,4,,20190629,2000
20.6,0.5,10,,20190629,2100
20.6,0.5,10,,20190629,2200
20.5,0.0,10,,20190629,2300
20.4,0.0,10,,20190630,0000
20.4,0.5,10,,20190630,0100
20.5,0.5,10,,20190630,0200
20.6,1.5,10,,20190630,0300
20.4,1.0,10,,20190630,0400
20.4,0.0,10,,20190630,0500
20.5,0.0,10,,20190630,0600
20.6,0.0,10,,20190630,0700
20.8,0.0,10,,20190630,0800
20.9,0.5,10,,20190630,0900
21.5,0.0,10,,20190630,1000
21.8,0.0,10,,20190630,1100
21.6,0.0,10,,20190630,1200
22.8,0.0,10,,20190630,1300
23.2,0.0,10,,20190630,1400
22.6,0.0,10,,20190630,1500
22.5,0.5,10,,20190630,1600
22.3,1.0,10,,20190630,1700
22.4,0.0,10,,20190630,1800
22.3,0.0,10,,20190630,1900
22.4,0.0,10,,20190630,2000
22.1,0.0,10,,20190630,2100
22.0,0.0,10,,20190630,2200
21.9,0.0,10,,20190630,2300
21.7,0.0,10,,20190701,0000
21.6,0.0,10,,20190701,0100
21.4,0.0,10,,20190701,0200
21.3,0.0,4,,20190701,0300
21.2,0.0,4,,20190701,0400
21.4,0.0,4,,20190701,0500
21.9,0.0,4,,20190701,0600
22.5,0.0,4,,20190701,0700
22.6,0.0,4,,20190701,0800
22.9,0.0,10,,20190701,0900
23.5,0.5,10,,20190701,1000
23.6,0.0,10,,20190701,1100
24.0,0.5,10,,20190701,1200
23.6,0.0,10,,20190701,1300
23.8,0.0,10,,20190701,1400
23.8,0.0,4,,20190701,1500
23.7,0.0,4,,20190701,1600
23.7,0.0,4,,20190701,1700
23.2,0.0,10,,20190701,1800
23.1,0.0,10,,20190701,1900
22.9,0.0,10,,20190701,2000
22.4,0.0,10,,20190701,2100
22.2,0.5,10,,20190701,2200
22.2,0.0,10,,20190701,2300
22.0,0.0,10,,20190702,0000
21.9,0.0,10,,20190702,0100
21.8,0.0,10,,20190702,0200
21.7,0.0,4,,20190702,0300
21.6,0.0,4,,20190702,0400
21.7,0.0,4,,20190702,0500
22.0,0.5,10,,20190702,0600
22.6,0.0,10,,20190702,0700
22.9,0.0,10,,20190702,0800
23.1,0.0,4,,20190702,0900
24.3,0.0,4,,20190702,1000
25.5,0.0,4,,20190702,1100
26.4,0.0,4,,20190702,1200
26.1,0.0,4,,20190702,1300
26.5,0.0,4,,20190702,1400
27.0,0.0,4,,20190702,1500
26.5,0.0,4,,20190702,1600
25.9,0.0,4,,20190702,1700
25.2,0.0,4,,20190702,1800
24.3,0.0,4,,20190702,1900
23.5,0.0,4,,20190702,2000
23.0,0.0,4,,20190702,2100
22.8,0.0,4,,20190702,2200
22.8,0.0,4,,20190702,2300
22.6,0.0,4,,20190703,0000
22.4,0.0,4,,20190703,0100
22.3,0.0,4,,20190703,0200
22.3,0.0,4,,20190703,0300
22.8,0.0,4,,20190703,0400
22.8,0.0,4,,20190703,0500
23.3,0.0,4,,20190703,0600
24.4,0.0,4,,20190703,0700
25.5,0.0,4,,20190703,0800
26.1,0.0,4,,20190703,0900
26.7,0.0,4,,20190703,1000
27.7,0.0,4,,20190703,1100
27.8,0.0,4,,20190703,1200
26.7,0.0,4,,20190703,1300
27.2,0.0,4,,20190703,1400
26.6,0.0,4,,20190703,1500
26.8,0.0,4,,20190703,1600
26.2,0.0,4,,20190703,1700
25.6,0.0,4,,20190703,1800
24.8,0.0,4,,20190703,1900
24.9,0.0,4,,20190703,2000
24.4,0.0,10,,20190703,2100
23.5,0.5,10,,20190703,2200
23.7,0.5,10,,20190703,2300
23.9,0.0,10,,20190704,0000
23.8,0.0,10,,20190704,0100
23.9,0.0,10,,20190704,0200
24.1,0.0,10,,20190704,0300
24.4,0.0,10,,20190704,0400
24.2,0.0,10,,20190704,0500
24.7,0.0,4,,20190704,0600
23.8,1.0,4,,20190704,0700
24.4,0.0,4,,20190704,0800
24.6,7.0,10,,20190704,0900
25.1,0.0,10,,20190704,1000
22.8,1.5,10,,20190704,1100
21.8,0.0,4,,20190704,1200
21.4,0.0,4,,20190704,1300
21.5,1.0,4,,20190704,1400
21.8,0.0,10,,20190704,1500
21.8,0.0,10,,20190704,1600
21.7,0.0,10,,20190704,1700
21.8,0.0,4,,20190704,1800
21.7,0.0,4,,20190704,1900
21.6,0.0,4,,20190704,2000
21.2,0.0,4,,20190704,2100
20.9,0.0,4,,20190704,2200
21.1,0.0,4,,20190704,2300
19.9,0.0,4,,20190705,0000
20.0,0.0,4,,20190705,0100
19.6,0.0,4,,20190705,0200
19.1,0.0,2,,20190705,0300
20.4,0.0,2,,20190705,0400
20.6,0.0,2,,20190705,0500
20.5,0.0,4,,20190705,0600
21.5,0.0,4,,20190705,0700
21.9,0.0,4,,20190705,0800
22.8,0.0,4,,20190705,0900
23.5,0.0,4,,20190705,1000
23.9,0.0,4,,20190705,1100
23.8,0.0,4,,20190705,1200
24.2,0.0,4,,20190705,1300
23.9,0.0,4,,20190705,1400
23.3,0.0,4,,20190705,1500
23.3,0.0,4,,20190705,1600
23.6,0.0,4,,20190705,1700
23.0,0.0,4,,20190705,1800
22.7,0.0,4,,20190705,1900
22.2,0.0,4,,20190705,2000
21.7,0.0,10,,20190705,2100
20.3,0.5,10,,20190705,2200
20.1,1.0,10,,20190705,2300
19.5,3.0,10,,20190706,0000
19.4,5.5,10,,20190706,0100
19.2,4.5,10,,20190706,0200
19.4,2.0,10,,20190706,0300
19.4,0.5,10,,20190706,0400
19.3,0.0,10,,20190706,0500
19.4,0.0,10,,20190706,0600
19.8,0.0,10,,20190706,0700
20.5,0.5,10,,20190706,0800
20.5,0.0,10,,20190706,0900
20.7,0.0,10,,20190706,1000
21.0,0.0,10,,20190706,1100
21.1,0.0,10,,20190706,1200
23.1,0.0,10,,20190706,1300
22.4,0.0,10,,20190706,1400
22.7,0.0,4,,20190706,1500
22.9,0.0,4,,20190706,1600
22.6,0.0,4,,20190706,1700
22.3,0.0,4,,20190706,1800
22.2,0.0,4,,20190706,1900
21.9,0.0,4,,20190706,2000
21.8,0.0,4,,20190706,2100
21.3,0.0,4,,20190706,2200
20.5,0.5,4,,20190706,2300
20.3,1.0,4,,20190707,0000
20.1,0.5,4,,20190707,0100
19.4,1.0,4,,20190707,0200
19.1,1.5,10,,20190707,0300
18.8,1.0,10,,20190707,0400
18.7,2.0,10,,20190707,0500
18.7,1.5,10,,20190707,0600
19.1,1.5,10,,20190707,0700
19.2,1.0,10,,20190707,0800
19.4,1.5,10,,20190707,0900
19.7,0.0,10,,20190707,1000
20.0,1.0,10,,20190707,1100
20.5,0.0,10,,20190707,1200
20.6,0.0,10,,20190707,1300
20.3,0.0,10,,20190707,1400
20.0,1.5,10,,20190707,1500
19.9,2.0,10,,20190707,1600
19.5,2.0,10,,20190707,1700
19.2,1.0,10,,20190707,1800
18.8,1.0,10,,20190707,1900
18.4,1.5,10,,20190707,2000
18.3,0.5,10,,20190707,2100
18.2,0.0,10,,20190707,2200
18.0,0.5,10,,20190707,2300
18.0,0.0,10,,20190708,0000
18.1,0.0,10,,20190708,0100
18.0,0.0,10,,20190708,0200
18.1,0.0,4,,20190708,0300
18.4,0.0,4,,20190708,0400
18.5,0.0,4,,20190708,0500
18.5,0.0,4,,20190708,0600
19.2,0.0,4,,20190708,0700
19.4,0.0,4,,20190708,0800
19.8,0.0,4,,20190708,0900
20.4,0.0,4,,20190708,1000
21.6,0.0,4,,20190708,1100
21.8,0.0,4,,20190708,1200
22.9,0.0,4,,20190708,1300
24.4,0.0,4,,20190708,1400
23.1,0.0,4,,20190708,1500
23.2,0.0,4,,20190708,1600
22.9,0.0,4,,20190708,1700
21.7,0.0,4,,20190708,1800
20.6,0.0,4,,20190708,1900
20.1,0.0,4,,20190708,2000
19.7,0.0,4,,20190708,2100
19.4,0.0,4,,20190708,2200
19.3,0.0,4,,20190708,2300
19.1,0.0,4,,20190709,0000
19.2,0.0,4,,20190709,0100
19.0,0.0,4,,20190709,0200
19.0,0.0,4,,20190709,0300
18.7,0.0,4,,20190709,0400
18.6,0.0,4,,20190709,0500
18.8,0.0,4,,20190709,0600
19.1,0.0,4,,20190709,0700
19.3,0.0,4,,20190709,0800
20.0,0.0,4,,20190709,0900
20.0,0.0,4,,20190709,1000
20.2,0.0,4,,20190709,1100
20.6,0.0,4,,20190709,1200
20.6,0.0,4,,20190709,1300
21.1,0.0,4,,20190709,1400
20.6,0.0,4,,20190709,1500
21.0,0.0,4,,20190709,1600
20.6,0.0,4,,20190709,1700
20.5,0.0,4,,20190709,1800
20.2,0.0,4,,20190709,1900
19.9,0.0,4,,20190709,2000
19.5,0.0,4,,20190709,2100
19.0,0.0,4,,20190709,2200
18.6,0.0,4,,20190709,2300
18.6,0.0,4,,20190710,0000
18.7,0.0,4,,20190710,0100
18.7,0.0,4,,20190710,0200
18.8,0.0,4,,20190710,0300
18.6,0.0,4,,20190710,0400
18.7,0.0,4,,20190710,0500
18.8,0.0,4,,20190710,0600
19.2,0.0,4,,20190710,0700
20.0,0.0,4,,20190710,0800
21.6,0.0,4,,20190710,0900
22.4,0.0,4,,20190710,1000
23.3,0.0,4,,20190710,1100
23.6,0.0,4,,20190710,1200
23.5,0.0,4,,20190710,1300
24.2,0.0,4,,20190710,1400
24.3,0.0,4,,20190710,1500
23.6,0.0,4,,20190710,1600
22.9,0.0,4,,20190710,1700
22.0,0.0,2,,20190710,1800
21.6,0.0,2,,20190710,1900
20.4,0.0,2,,20190710,2000
19.8,0.0,2,,20190710,2100
19.5,0.0,2,,20190710,2200
19.4,0.0,2,,20190710,2300
19.2,0.0,2,,20190711,0000
19.1,0.0,2,,20190711,0100
18.9,0.0,2,,20190711,0200
19.0,0.0,4,,20190711,0300
19.1,0.0,4,,20190711,0400
18.9,0.0,4,,20190711,0500
19.1,0.0,4,,20190711,0600
19.4,0.0,4,,20190711,0700
20.1,0.0,4,,20190711,0800
21.6,0.0,4,,20190711,0900
21.8,0.0,4,,20190711,1000
22.0,0.0,4,,20190711,1100
22.7,0.0,10,,20190711,1200
22.6,0.0,10,,20190711,1300
23.0,0.0,10,,20190711,1400
21.2,0.0,10,,20190711,1500
20.7,0.0,10,,20190711,1600
19.6,0.5,10,,20190711,1700
19.2,0.5,10,,20190711,1800
18.8,0.5,10,,20190711,1900
18.5,0.5,10,,20190711,2000
18.4,0.0,10,,20190711,2100
18.0,0.0,10,,20190711,2200
18.2,0.0,10,,20190711,2300
18.3,0.0,10,,20190712,0000
18.3,0.5,10,,20190712,0100
18.5,0.0,10,,20190712,0200
18.5,0.0,10,,20190712,0300
18.7,0.5,10,,20190712,0400
18.6,3.0,10,,20190712,0500
18.8,1.5,10,,20190712,0600
19.2,1.0,10,,20190712,0700
20.0,1.0,10,,20190712,0800
20.1,0.5,10,,20190712,0900
20.5,0.5,10,,20190712,1000
20.5,0.5,10,,20190712,1100
21.5,0.5,10,,20190712,1200
21.3,0.5,10,,20190712,1300
21.1,2.0,10,,20190712,1400
21.1,0.5,10,,20190712,1500
21.4,0.0,10,,20190712,1600
21.1,0.0,10,,20190712,1700
21.0,0.0,4,,20190712,1800
20.8,0.0,4,,20190712,1900
20.5,0.0,4,,20190712,2000
21.0,0.0,4,,20190712,2100
20.8,0.0,4,,20190712,2200
20.6,0.0,4,,20190712,2300
20.6,0.0,4,,20190713,0000
20.5,0.0,4,,20190713,0100
20.4,0.0,4,,20190713,0200
20.1,0.0,4,,20190713,0300
20.2,0.0,4,,20190713,0400
20.3,0.0,4,,20190713,0500
21.1,0.0,4,,20190713,0600
22.2,0.0,4,,20190713,0700
23.6,0.0,4,,20190713,0800
24.2,0.0,4,,20190713,0900
25.2,0.0,4,,20190713,1000
25.8,0.0,4,,20190713,1100
26.3,0.0,4,,20190713,1200
26.3,0.0,4,,20190713,1300
26.3,0.0,4,,20190713,1400
25.6,0.0,10,,20190713,1500
25.0,0.0,10,,20190713,1600
24.3,0.0,10,,20190713,1700
24.1,0.0,10,,20190713,1800
24.1,0.0,10,,20190713,1900
24.0,0.0,10,,20190713,2000
23.8,0.0,10,,20190713,2100
23.4,0.5,10,,20190713,2200
22.8,0.0,10,,20190713,2300
22.5,0.0,10,,20190714,0000
22.0,0.5,10,,20190714,0100
21.8,0.5,10,,20190714,0200
21.2,4.0,10,,20190714,0300
20.9,7.5,10,,20190714,0400
20.9,11.0,10,,20190714,0500
20.5,4.0,10,,20190714,0600
20.4,2.0,10,,20190714,0700
20.5,3.0,10,,20190714,0800
20.8,2.5,10,,20190714,0900
20.9,1.0,10,,20190714,1000
21.1,1.0,10,,20190714,1100
21.4,1.0,10,,20190714,1200
21.6,0.5,10,,20190714,1300
21.7,0.5,10,,20190714,1400
21.9,0.0,10,,20190714,1500
21.9,0.0,10,,20190714,1600
21.8,0.0,10,,20190714,1700
21.6,0.0,10,,20190714,1800
21.5,0.0,10,,20190714,1900
21.5,0.0,10,,20190714,2000
21.4,0.0,4,,20190714,2100
21.2,0.0,4,,20190714,2200
21.2,0.0,4,,20190714,2300
20.9,0.0,4,,20190715,0000
20.3,1.0,4,,20190715,0100
20.2,0.5,4,,20190715,0200
20.1,0.0,10,,20190715,0300
20.0,0.5,10,,20190715,0400
19.9,0.5,10,,20190715,0500
20.0,1.0,10,,20190715,0600
20.2,1.0,10,,20190715,0700
20.4,0.5,10,,20190715,0800
20.6,0.0,10,,20190715,0900
21.1,0.5,10,,20190715,1000
21.8,0.5,10,,20190715,1100
22.4,0.0,4,,20190715,1200
23.0,0.0,4,,20190715,1300
24.6,0.0,4,,20190715,1400
23.7,0.0,4,,20190715,1500
24.1,0.0,4,,20190715,1600
22.9,0.0,4,,20190715,1700
22.2,0.0,4,,20190715,1800
21.8,0.0,4,,20190715,1900
21.2,0.0,4,,20190715,2000
20.9,0.0,4,,20190715,2100
20.7,0.0,4,,20190715,2200
19.6,0.5,4,,20190715,2300
19.5,0.5,4,,20190716,0000
19.2,3.5,4,,20190716,0100
19.1,2.0,4,,20190716,0200
